Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flags,Tos,class,attackType,attackID
2026-09-20 08:37:17.000,11.189,TCP,10.100.1.48,56073,10.200.1.24,1433,137,49.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:38:34.000,2.972,UDP,10.100.1.49,62804,10.200.1.27,53,87,35.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:20:22.000,5.626,TCP,10.100.1.30,62634,10.200.1.17,80,107,53.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:22:24.000,6.941,TCP,10.100.1.21,62725,10.200.1.27,1433,36,26.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:58:18.000,10.171,UDP,10.100.1.41,56035,10.200.1.14,53,138,91.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:30:37.000,11.131,TCP,10.100.1.18,57955,10.200.1.12,443,123,63.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:22:18.000,4.79,TCP,10.100.1.43,57206,10.200.1.21,80,52,24.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:24:40.000,6.94,TCP,10.100.1.25,58440,10.200.1.18,443,122,30.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:33:48.000,6.062,UDP,10.100.1.28,62550,10.200.1.23,53,78,47.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:14:38.000,10.258,UDP,10.100.1.20,60049,10.200.1.15,53,113,85.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:35:18.000,3.136,TCP,10.100.1.19,64693,10.200.1.17,443,59,39.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:49:50.000,10.511,UDP,10.100.1.17,58049,10.200.1.10,53,62,55.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:29:45.000,6.44,UDP,10.100.1.44,62459,10.200.1.21,53,140,95.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:37:41.000,2.836,UDP,10.100.1.24,62276,10.200.1.29,53,108,89.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:21:26.000,10.341,TCP,10.100.1.19,57395,10.200.1.20,1433,50,14.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:55:49.000,0.879,TCP,194.168.10.132,53275,10.200.1.17,443,24,2160,.AP.SF,0,attacker,bruteForce,ATK-700
2026-09-20 08:16:17.000,1.199,TCP,194.168.10.189,55598,10.200.1.20,80,4034,177496,....S.,0,attacker,dos,ATK-902
2026-09-20 08:26:37.000,0.877,TCP,194.168.10.76,53608,10.200.1.21,22,24,2160,.AP.SF,0,attacker,bruteForce,ATK-513
2026-09-20 08:58:14.000,0.036,TCP,194.168.10.24,54096,10.200.1.26,443,2,88,....S.,0,attacker,portScan,ATK-579
2026-09-20 08:47:19.000,9.415,UDP,10.100.1.17,61780,10.200.1.19,53,32,14.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:51:15.000,1.114,TCP,194.168.10.58,50475,10.200.1.21,443,24,2160,.AP.SF,0,attacker,bruteForce,ATK-892
2026-09-20 08:35:31.000,8.122,TCP,10.100.1.44,59846,10.200.1.25,80,136,93.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:38:56.000,0.542,TCP,194.168.10.7,57434,10.200.1.18,22,24,2160,.AP.SF,0,attacker,bruteForce,ATK-179
2026-09-20 08:20:53.000,2.025,TCP,10.100.1.21,51678,10.200.1.10,1433,103,92.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:22:35.000,6.217,UDP,10.100.1.24,51367,10.200.1.19,53,93,60.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:20:47.000,0.018,TCP,194.168.10.162,60487,10.200.1.14,80,1,44,....S.,0,attacker,portScan,ATK-717
2026-09-20 08:13:32.000,10.047,TCP,10.100.1.47,61272,10.200.1.14,80,90,42.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:36:43.000,7.559,TCP,10.100.1.44,61491,10.200.1.25,443,148,89.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:15:23.000,7.191,TCP,10.100.1.29,53161,10.200.1.22,80,9,2186,.AP.SF,0,normal,---,---
2026-09-20 08:19:52.000,2.072,UDP,10.100.1.10,52557,10.200.1.23,53,54,17.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:47:39.000,0.882,TCP,194.168.10.133,53326,10.200.1.18,80,2226,97944,....S.,0,attacker,dos,ATK-197
2026-09-20 08:57:58.000,0.743,TCP,10.100.1.45,64368,10.200.1.24,1433,139,93.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:20:52.000,8.863,UDP,10.100.1.18,56544,10.200.1.20,53,42,32.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:34:23.000,7.754,TCP,10.100.1.48,57717,10.200.1.17,80,73,49.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:47:22.000,0.022,TCP,194.168.10.139,61577,10.200.1.14,80,3,132,....S.,0,attacker,portScan,ATK-433
2026-09-20 08:40:28.000,9.233,TCP,10.100.1.38,53694,10.200.1.18,443,91,22.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:42:56.000,11.281,TCP,10.100.1.22,56224,10.200.1.13,443,66,48.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:35:15.000,6.351,TCP,10.100.1.18,55949,10.200.1.18,443,114,55.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:55:20.000,0.88,TCP,194.168.10.105,49745,10.200.1.25,80,24,2160,.AP.SF,0,attacker,bruteForce,ATK-658
2026-09-20 08:20:15.000,1.51,TCP,10.100.1.10,53650,10.200.1.12,1433,10,3746,.AP.SF,0,normal,---,---
2026-09-20 08:25:36.000,2.026,UDP,10.100.1.17,54212,10.200.1.16,53,64,12.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:15:44.000,11.302,TCP,10.100.1.18,51230,10.200.1.13,443,54,11.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:45:14.000,7.362,TCP,10.100.1.31,55573,10.200.1.29,1433,28,17.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:55:25.000,4.669,TCP,10.100.1.34,51596,10.200.1.18,443,131,64.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:29:55.000,11.618,UDP,10.100.1.33,55596,10.200.1.21,53,149,97.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:32:26.000,8.115,UDP,10.100.1.15,51691,10.200.1.26,53,131,75.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:37:10.000,8.535,TCP,10.100.1.41,63464,10.200.1.13,1433,42,9413,.AP.SF,0,normal,---,---
2026-09-20 08:38:33.000,8.24,TCP,10.100.1.12,55134,10.200.1.16,443,93,57.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:55:42.000,6.801,TCP,10.100.1.38,62047,10.200.1.19,1433,107,37.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:58:50.000,0.233,UDP,10.100.1.13,52796,10.200.1.12,53,109,40.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:16:25.000,0.497,TCP,194.168.10.190,57976,10.200.1.25,80,24,2160,.AP.SF,0,attacker,bruteForce,ATK-118
2026-09-20 08:32:54.000,9.343,UDP,10.100.1.17,62186,10.200.1.20,53,143,44.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:54:17.000,3.051,TCP,10.100.1.16,62213,10.200.1.23,80,105,21.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:55:36.000,0.929,TCP,194.168.10.29,54697,10.200.1.16,80,24,2160,.AP.SF,0,attacker,bruteForce,ATK-853
2026-09-20 08:22:16.000,5.683,TCP,10.100.1.17,53432,10.200.1.28,80,48,15.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:45:39.000,8.549,UDP,10.100.1.42,63488,10.200.1.13,53,64,42.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:46:21.000,7.314,UDP,10.100.1.17,57301,10.200.1.11,53,95,25.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:50:16.000,9.511,TCP,10.100.1.16,54223,10.200.1.28,1433,140,87.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:51:57.000,7.896,UDP,10.100.1.15,61486,10.200.1.11,53,85,45.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:14:29.000,8.974,UDP,10.100.1.33,61839,10.200.1.23,53,98,36.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:24:25.000,1.151,TCP,194.168.10.21,63721,10.200.1.19,80,4654,204776,....S.,0,attacker,dos,ATK-785
2026-09-20 08:14:38.000,11.383,UDP,10.100.1.21,54495,10.200.1.18,53,83,57.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:18:25.000,5.743,TCP,10.100.1.14,55949,10.200.1.12,80,41,29.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:48:28.000,4.598,TCP,10.100.1.44,50208,10.200.1.17,443,128,79.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:54:10.000,8.503,TCP,10.100.1.38,54093,10.200.1.13,80,44,39.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:31:29.000,9.2,TCP,10.100.1.25,61431,10.200.1.14,443,135,114.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:20:53.000,11.032,UDP,10.100.1.41,57144,10.200.1.11,53,146,94.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:40:19.000,5.997,TCP,10.100.1.41,51636,10.200.1.26,443,11,6932,.AP.SF,0,normal,---,---
2026-09-20 08:18:53.000,5.359,UDP,10.100.1.15,54386,10.200.1.17,53,38,23.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:31:25.000,8.806,UDP,10.100.1.26,49418,10.200.1.20,53,137,44.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:42:26.000,10.442,TCP,10.100.1.10,49268,10.200.1.22,1433,144,101.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:42:24.000,1.455,UDP,10.100.1.20,61945,10.200.1.26,53,117,41.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:49:55.000,5.498,TCP,10.100.1.39,55551,10.200.1.27,80,116,39.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:12:22.000,5.639,TCP,10.100.1.44,50520,10.200.1.16,1433,33,28.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:12:57.000,11.443,UDP,10.100.1.18,60720,10.200.1.25,53,63,20.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:19:11.000,7.792,TCP,10.100.1.37,64514,10.200.1.15,443,16,6912,.AP.SF,0,normal,---,---
2026-09-20 08:33:40.000,7.912,TCP,10.100.1.10,51633,10.200.1.13,443,50,34.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:26:49.000,2.03,TCP,10.100.1.20,54578,10.200.1.25,1433,123,48.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:16:40.000,0.858,TCP,194.168.10.50,60438,10.200.1.24,80,7467,328548,....S.,0,attacker,dos,ATK-948
2026-09-20 08:45:34.000,0.611,TCP,10.100.1.46,61619,10.200.1.21,443,41,11.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:10:24.000,1.188,TCP,194.168.10.10,58902,10.200.1.13,80,24,2160,.AP.SF,0,attacker,bruteForce,ATK-519
2026-09-20 08:11:46.000,1.258,TCP,194.168.10.104,50256,10.200.1.24,443,24,2160,.AP.SF,0,attacker,bruteForce,ATK-232
2026-09-20 08:24:27.000,0.101,TCP,194.168.10.42,62376,10.200.1.12,443,24,2160,.AP.SF,0,attacker,bruteForce,ATK-455
2026-09-20 08:32:25.000,0.777,TCP,10.100.1.41,61870,10.200.1.29,1433,34,8471,.AP.SF,0,normal,---,---
2026-09-20 08:43:21.000,7.25,UDP,10.100.1.15,50727,10.200.1.11,53,142,99.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:42:18.000,0.049,TCP,194.168.10.154,60796,10.200.1.21,443,3,132,....S.,0,attacker,portScan,ATK-985
2026-09-20 08:10:11.000,4.44,TCP,10.100.1.11,57462,10.200.1.22,80,56,45.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:58:13.000,2.168,UDP,10.100.1.11,64541,10.200.1.24,53,141,76.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:11:22.000,2.421,TCP,10.100.1.15,58218,10.200.1.19,80,28,11.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:37:17.000,6.705,UDP,10.100.1.33,58471,10.200.1.28,53,107,50.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:55:51.000,7.828,TCP,10.100.1.46,55978,10.200.1.11,80,51,42.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:27:18.000,0.006,TCP,194.168.10.28,60640,10.200.1.29,443,1,44,....S.,0,attacker,portScan,ATK-810
2026-09-20 08:10:50.000,4.322,TCP,10.100.1.15,53748,10.200.1.11,80,103,74.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:19:16.000,9.143,TCP,10.100.1.21,62066,10.200.1.26,80,54,41.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:31:21.000,5.854,UDP,10.100.1.17,50988,10.200.1.12,53,74,48.4 K,.AP.SF,0,normal,---,---
